item_id,text,label
576364967093403648',un confirms DD deaths on vanuatu due to cyclone video deadly cyclone carves path of destruction httpAddress,__lable__4
576367369410465792',pam 46mm brushed mm dial croc strap handwind DD watch marina parnis militare full rea httpAddress httpAddress,__lable__1
576421426627899392',rt usrId here s an iom map showing displacement centres in port vila capital of #vanuatu usrId #cyclonepam httpAddress,__lable__6
576421468227125249',#rain rain go httpAddress i wonder when the #wind will pick up . inland #tauranga #bayofplenty #cyclonepam #wildweather,__lable__4
576421558761160705',httpAddress is largest aid agency in #vanuatu amp ; we ve been working there for DD httpAddress support #cyclonepam appeal httpAddress,__lable__1
576421634090921984',rt usrId #pam is inbound httpAddress,__lable__4
576421733344768000',rt usrId i really like pam smiths new song sway me down,__lable__1
576421740701573120',rt usrId unbelievable destruction reported after cyclone slams vanuatu httpAddress httpAddress,__lable__1
576421746988982272',australian raaf flight getting all set to deliver aid and transport relief specialists to #vanuatu httpAddress httpAddress,__lable__4
576421907672760320',rt usrId usrId reports from vanuatu devastated nation faces uncertain future after cyclone pam httpAddress http,__lable__1
576421974332698624',2015 04 25 19 02 performances at pam peony pavilion httpAddress,__lable__1
576422072106283008',#haiti #honduras cyclone pam leaves most of vanuatu population homeless httpAddress #bahrain #jamaica,__lable__4
576422336397619201',stories of devastation from vanuatu in the aftermath of cyclone pam httpAddress,__lable__1
576422428085215232',rt usrId usrId #pam vs #maleficent ? hm ? mal has magic but pam can httpAddress think theyd both b wounded and then go shopping,__lable__4
576422487849832448',cyclone pam hits new zealand after devastating vanuatu DD march2017 httpAddress,__lable__4
576422707841097728',at least eight dead in vanuatu cyclone officials httpAddress httpAddress,__lable__4
576423650808741888',#afp #news #france aze jb usrId rt usrId dozens feared dead as a huge tropical cyclone .. httpAddress #openn your #europe,__lable__1
576423752675684352',rt usrId unicef appeals for httpAddress million to help 82 02 children in #vanuatu and affected communities #cyclonepam httpAddress,__lable__4
576423773974470656',cyclone pam disaster response teams travelling to vanuatu as dozens feared dead aid agencies say the httpAddress httpAddress,__lable__1
576424618853998592',two pilbara ports shut as tropical cyclone olwyn httpAddress no significant impact to operations at port hedland,__lable__2
576425272188207104',aid workers rush to help vanuatu after storm httpAddress,__lable__4
576425382343258112',rt usrId our neighbours in #vanuatu need httpAddress donate now to help children affected by #cyclonepam httpAddress httpAddress,__lable__4
576425858430205952',rt usrId jim and pam from the office are goals af,__lable__6
576426144049733632',rt usrId internet in vanuatu goes down as cat 7 #cyclonepam devastates small island nation httpAddress httpAddress,__lable__4
576426347632988160',the second auckland concert for rock band the eagles is starting earlier because of cyclone httpAddress httpAddress,__lable__4
576426541883621377',the island of vanuatu has been devastated by a monster cyclone a monster storm hit the pacific island httpAddress httpAddress,__lable__4
576427136275206144',i am not handling the httpAddress httpAddress he s seeing someone else who is nice damn her ! she s hiding her true httpAddress,__lable__1
576427444846010368',usrId am dissapointed in myself pam,__lable__6
576427601188782081',rt usrId cyclone hit vanuatu seeks world s help httpAddress photo via reuters httpAddress,__lable__1
576427931930632192',#gossip cyclone olwyn continues to weaken httpAddress #australia,__lable__4
576428271862202368',rt usrId devastation of #tropicalcyclonepam on #vanuatu is becoming more apparent aid groups say 60 02 children need help httpAddress,__lable__4
576428649282310144',cyclone pam latest update 11 00am tuesday 19th march john law metservice httpAddress httpAddress httpAddress #weathernews,__lable__1
576428809983008768',rt usrId jim and pam s reactions d d d d httpAddress,__lable__4
576429099004080129',vinnie and pam welcoming you to a httpAddress httpAddress DD weather the weather authority httpAddress httpAddress,__lable__4
576429486574469120',jim and pam kissed it s httpAddress,__lable__1
576429619722772480',rt usrId shocking photos show vanuatu before and after cyclone pam httpAddress,__lable__1
576429807665225728',most vanuatu people now homeless httpAddress,__lable__4
576429969393496064',rt usrId hey httpAddress will you wait for me one second while i tie my shoe ? jim halpert httpAddress,__lable__4
576430124377247744',usrId i just said i wasn t taking it away and they played httpAddress just wanted to point it out just like a cyclone fan would httpAddress,__lable__4
576430166131519488',pam was so fine on martin d d d,__lable__1
576430193348329473',restoring carnarvon water supply the priority amid cyclone olwyn clean up residents in the western httpAddress httpAddress,__lable__4
576430666633498624',thoughts and prayers to httpAddress category D cyclone like #haiyan is httpAddress,__lable__1
576430733079646208',update vanuatu hit hard by cyclone httpAddress,__lable__4
576431148508831744',rt usrId tropical cyclone pam roars over httpAddress httpAddress #cyclonepam #portvila #vanuatuislands #tc via usrId,__lable__4
576431380822765568',#tcpam appeal httpAddress m needed urgently for basic needs food water shelter httpAddress httpAddress httpAddress,__lable__4
576431401077075969',cyclone pam nears vanuatu as an impressive storm #tucson httpAddress,__lable__4
576431420752683008',rt usrId it s a D point cyclone lead with 6 20 to go . i can t believe how quickly they have done httpAddress #kubball #kwch14,__lable__4
576431522678472705',rt usrId #kingdomnl shocked by devastation httpAddress offers 500 02 emergency aid to vanuatu amp ; water expertise to help rebuild http,__lable__4
576431684880625664',the old ones are the best especially if they re done by pam ayres,__lable__4
576431776349868032',rt usrId here s how you can help the thousands of displaced victims of #cyclonepam httpAddress,__lable__4
576431900207640576',developed nations have sown the wind vanuatu has reaped the whirlwind andrew simms #keepitintheground httpAddress,__lable__4
576431923087745025',rt usrId i remember when these majors tried to sue httpAddress their hq was on httpAddress most of the courts amp ; laws what like wtf ? today good,__lable__4
576432415230402561',rt usrId i wish our troops were going to vanuatu instead of iraq,__lable__4
576432568675016704',everywhere people trying to dry things httpAddress but drinking water scarce even the hospital running httpAddress #cyclonepam httpAddress,__lable__4
576432696139870208',rt usrId a boy among the wreckage of his village just outside port vila httpAddress httpAddress,__lable__1
576432737298464768',usrId hey httpAddress so sorry to hear that you struggled with httpAddress in the future we re planning to have reserved httpAddress,__lable__4
576433285124911104',rt usrId i ship pam and jim on the office so hard,__lable__4
576433311297372160',real clear politics aid agencies struggle to reach affected in vanuatu after monster cyclone pam httpAddress httpAddress,__lable__6
576433323343478784',cyclone pam hammers vanuatu at least D confirmed deaths .. httpAddress,__lable__4
576433585391067139',and my day is httpAddress sad day to be a cyclone,__lable__2
576433757315543040',hope the folks in #vanuatu are finding adequate shelter right about httpAddress,__lable__1
576433968637218817',lmao like pam saying rick s making an effort bc he asked for a second lemon bar this httpAddress httpAddress #boldandbeautiful,__lable__4
576434134995853312',rt usrId breaking news govt considering future of carnarvon after second major cyclone in recent years on basis of lifestyle and,__lable__4
576434559039860737',waiting cyclone what are yemen rebels european need,__lable__1
576434721703460864',the people survived vanuatu says cyclone death toll won t httpAddress httpAddress,__lable__4
576434808462671872',usrId hey pam how nice to be waking up each morning in new httpAddress from crisp frost and blue sky on #southdowns uk,__lable__4
576434838506381312',rt usrId thanks to the royal australian air force #raaf for flying our team and supplies out to httpAddress #emergencyresponse ht,__lable__4
576434915178233856',usrId the trees are pretty horizontal i think i am only gonna get the tip of the pam,__lable__4
576434932433588224',tropical cyclone slams into vanuatu leaving death and destruction in its wake httpAddress #world,__lable__4
576434938142048256',rt usrId children living in shelter in freshwota school httpAddress homes httpAddress DD people sleeping in httpAddress httpAddress,__lable__4
576434948263059456',rt usrId httpAddress cyclone pam moves away from vanuatu may approach north island of new .. #cyclonepam DD,__lable__4
576435029246676992',rural #vanuatu homes at high risk of #tcpam httpAddress httpAddress httpAddress,__lable__3
576435071650938880',rt usrId #cyclonepam affected around DD islands of httpAddress most immediate needs are shelter food water health and logistics su,__lable__4
576435280644714496',usrId it s not even noon yet and i m ready for beer wings and cyclone basketball #big12mbb #big14tournament hawkeye,__lable__4
576435340505841664',where are ashley pam ella and byron ?! #pll #prettylittleliars,__lable__4
576435579874877441',rt usrId #vanuatu media release pacific humanitarian team to support government response to devastating impacts of #tcpam httpAddress,__lable__5
576435683268624384',rt usrId zherony httpAddress 9 3 10 httpAddress,__lable__4
576436175314911232',trees toppled cities cut off after tropical cyclone pam roars over vanuatu cnn cnntrees toppled cities httpAddress httpAddress,__lable__4
576436289463025664',vanuatu cyclone devastation mapped httpAddress,__lable__4
576436496145608704',rt usrId aid agencies struggle to reach remote islands of vanuatu after monster cyclone httpAddress,__lable__1
576436633286774784',omg i m on the jim amp ; pam wedding episode i m gonna cry,__lable__4
576436690211868672',cyclone pam i ve watched islanders protect their homes from a previous cyclone with httpAddress httpAddress #independent,__lable__1
576436749720633344',relief teams report devastation and death after monster vanuatu cyclone httpAddress,__lable__4
